"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"41",8568,"t1245",2,TRUE,FALSE,"fas on sher 0716-0726. lion hill- gnu carcass","sher is sh in notes","sher",07:08:00,1,"scan",NA,60,FALSE,NA,"scan","talek","k",1990-09-24,"07:08:00","07:26:00",1990,3,"m","r","kb","65","0","1",NA,NA,NA,NA,NA,NA,1987-08-01,NA,"talek",1988-06-01,NA,NA,NA,NA,NA,37.8,"adult","positive",1990-08-07,36.2,"adult","low_tk","after","1"
"42",13234,"t12504",3,FALSE,TRUE,"ger fat. no intx outside of the hyenas being interested in the lions/watching them. 2 combis arrive at 0720",NA,"stg",07:17:00,0,"scan","lion",100,FALSE,NA,NA,"talek","d",1997-07-12,"06:28:00","07:39:00",1997,2,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-02,NA,"adult","low_tk","after","1"
"43",13237,"t12504",3,FALSE,TRUE,"ger fat. no intx outside of the hyenas being interested in the lions/watching them. 2 combis arrive at 0720",NA,"jb",07:17:00,0,"scan","lion",100,FALSE,NA,NA,"talek","d",1997-07-12,"06:28:00","07:39:00",1997,2,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",3,0.857142857142857,48.5,"adult","positive",1994-07-04,12.3,"subadult","low_tk","after","1"
"44",8553,"t12927",2,FALSE,FALSE,"sein a bit bloody. lions here when arr. lioness has large, fresh wound on left hip/buttock. no ci's or scans b/w 0750 and 0802, so not sure what happened then. same b/w 0802-0813",NA,"sein",08:13:00,1,"dist",NA,30,FALSE,NA,NA,"talek","m",1997-07-26,"07:50:00","08:19:00",1997,1,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",2,0.928571428571429,28.2,"adult","positive",1997-07-16,27.8,"adult","low_tk","after","1"
"45",792,"t12939",3,TRUE,FALSE,"when arr, male lion & female lion - these 2 possibly mating pair - here, and another male lion feed adult gnu kill 60m - them and 50-80m - hyenas (st/lk / wan/snf / so). wald fat & bloody",NA,"sim",07:14:00,3,"dist",NA,50,FALSE,"gnu kill","2 male 1 female lions one male feeding","talek","k",1997-07-26,"07:14:00","08:00:00",1997,4,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1996-07-28,NA,"adult","low_tk","after","1"
"46",801,"t12939",3,TRUE,FALSE,"when arr, male lion & female lion - these 2 possibly mating pair - here, and another male lion feed adult gnu kill 60m - them and 50-80m - hyenas (st/lk / wan/snf / so). wald fat & bloody",NA,"mig",07:14:00,4,"dist",NA,80,FALSE,"gnu kill","2 male 1 female lions one male feeding","talek","k",1997-07-26,"07:14:00","08:00:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"47",803,"t12939",3,TRUE,FALSE,"when arr, male lion & female lion - these 2 possibly mating pair - here, and another male lion feed adult gnu kill 60m - them and 50-80m - hyenas (st/lk / wan/snf / so). wald fat & bloody",NA,"tz",07:14:00,5,"dist",NA,75,FALSE,"gnu kill","2 male 1 female lions one male feeding","talek","k",1997-07-26,"07:14:00","08:00:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"48",807,"t12939",3,TRUE,FALSE,"when arr, male lion & female lion - these 2 possibly mating pair - here, and another male lion feed adult gnu kill 60m - them and 50-80m - hyenas (st/lk / wan/snf / so). wald fat & bloody",NA,"bp",07:14:00,6,"dist",NA,50,FALSE,"gnu kill","2 male 1 female lions one male feedign","talek","k",1997-07-26,"07:14:00","08:00:00",1997,7,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-15,NA,"adult","low_tk","after","1"
"49",6986,"t13101",2,TRUE,FALSE,"when arr, lion so on road 80m s - hyenas. kill scene, but nothing really left of the carcass. hyenas st/lk / walk / carry little scraps. in ci's (bushes). 2 hyenas bloody, 3 fat. no ci's 0655-0658","gob circled twice in notes (both times at 0637). mike also circled twice (0637 and 0646). notes say 3-5 unids wlk oos (0631), so i put the # hyenas was 19 instead of 21 by rule of parsimony","ua",06:39:00,1,"mob","lion",40,FALSE,NA,NA,"talek","k",1997-08-03,"06:31:00","06:59:00",1997,1,"f","r","79",NA,"0","1",NA,NA,NA,2001-05-05,"dls","lions",1987-03-01,NA,"talek",1988-08-19,NA,NA,"talek",19,-0.285714285714286,125.1,"adult","positive",1994-06-26,87.8,"adult","low_tk","after","1"
"50",6987,"t13101",2,TRUE,FALSE,"when arr, lion so on road 80m s - hyenas. kill scene, but nothing really left of the carcass. hyenas st/lk / walk / carry little scraps. in ci's (bushes). 2 hyenas bloody, 3 fat. no ci's 0655-0658","gob circled twice in notes (both times at 0637). mike also circled twice (0637 and 0646). notes say 3-5 unids wlk oos (0631), so i put the # hyenas was 19 instead of 21 by rule of parsimony","tz",06:39:00,1,"mob","lion",40,FALSE,NA,NA,"talek","k",1997-08-03,"06:31:00","06:59:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"51",6988,"t13101",2,TRUE,FALSE,"when arr, lion so on road 80m s - hyenas. kill scene, but nothing really left of the carcass. hyenas st/lk / walk / carry little scraps. in ci's (bushes). 2 hyenas bloody, 3 fat. no ci's 0655-0658","gob circled twice in notes (both times at 0637). mike also circled twice (0637 and 0646). notes say 3-5 unids wlk oos (0631), so i put the # hyenas was 19 instead of 21 by rule of parsimony","jb",06:39:00,1,"mob","lion",40,FALSE,NA,"lion lv s","talek","k",1997-08-03,"06:31:00","06:59:00",1997,1,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",3,0.857142857142857,49.2,"adult","positive",1994-07-04,12.3,"subadult","low_tk","after","1"
"52",10254,"t13101",2,TRUE,FALSE,"when arr, lion so on road 80m s - hyenas. kill scene, but nothing really left of the carcass. hyenas st/lk / walk / carry little scraps. in ci's (bushes). 2 hyenas bloody, 3 fat. no ci's 0655-0658","gob circled twice in notes (both times at 0637). mike also circled twice (0637 and 0646). notes say 3-5 unids wlk oos (0631), so i put the # hyenas was 19 instead of 21 by rule of parsimony","gob",06:39:00,2,"join mob","lion",40,FALSE,NA,NA,"talek","k",1997-08-03,"06:31:00","06:59:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-17,NA,"adult","low_tk","after","1"
"53",13239,"t13412.2",3,FALSE,TRUE,"track bp st/lk, subadult or female lion runs oos into doc 50m - bp, bp lv - s",NA,"bp",06:31:00,0,"scan","lion",50,FALSE,NA,NA,"talek","o",1997-09-05,"06:31:00","06:36:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-15,NA,"adult","low_tk","after","1"
"54",1179,"t13536",3,TRUE,FALSE,"gnu carcass. incomplete ci's. lions fd when arr, 60-80m from the first hyenas seen (maybe some hyenas closer; don't see many of them for a few mins). 1 hyena fat, another bloody. later in sess really good mating notes, although is a k session","there are no adult male lions present. although the obs refers to them as ""2 adult males just growing their manes,"" the fact that they are still growing manes means they are subs. 8 lions total: 2 m subs, 3 clearly subadults, at least 1 ad female.","bern",06:52:00,1,"dist",NA,10,FALSE,NA,NA,"talek","k",1997-09-15,"06:35:00","08:08:00",1997,2,"f","r","lg","hol","0","1",1993-06-11,NA,NA,2000-09-04,"dls","lions",1992-10-01,NA,"talek",1993-08-24,NA,NA,"talek",29,-1,59.5,"adult","positive",1993-07-19,9.6,"cub","low_tk","after","1"
"55",11335,"t1360",1,TRUE,FALSE,"lion/ hyena intx over topi kill. hyenas made kill. lions are displaced 200m sw of gw unclear as to who starts with food. @0700 obs moves gw then returns to orginal scene. confusing notes.","missing gw","gw",07:00:00,1,"dist",NA,200,FALSE,"topi",NA,"talek","k",1990-12-22,"07:00:00","08:20:00",1990,1,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-12-12,"dls","inferred dead",1978-01-01,NA,"talek",NA,NA,NA,"talek",11,0,155.7,"adult","positive",1990-12-22,155.7,"adult","low_tk","after","1"
"56",13240,"t14470.8",1,TRUE,FALSE,"lion pride sitting in bushes when arr at 0659. then at 0700, ""hyenas lions jackals gazelles all running like crazy people; [male hyenas] are chasing and have taken down an adult male grant's gazelle.""",NA,"gob",07:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-17,NA,"adult","low_tk","after","1"
"57",13241,"t14470.8",1,TRUE,FALSE,"lion pride sitting in bushes when arr at 0659. then at 0700, ""hyenas lions jackals gazelles all running like crazy people; [male hyenas] are chasing and have taken down an adult male grant's gazelle.""",NA,"stg",07:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-02,NA,"adult","low_tk","after","1"
"58",13244,"t14470.8",1,TRUE,FALSE,"lion pride sitting in bushes when arr at 0659. then at 0700, ""hyenas lions jackals gazelles all running like crazy people; [male hyenas] are chasing and have taken down an adult male grant's gazelle.""",NA,"mrph",07:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",2,0.928571428571429,18.3,"subadult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"59",13247,"t14470.8",1,TRUE,FALSE,"lion pride sitting in bushes when arr at 0659. then at 0700, ""hyenas lions jackals gazelles all running like crazy people; [male hyenas] are chasing and have taken down an adult male grant's gazelle.""",NA,"darw",07:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",1998-01-03,"06:59:00","07:09:00",1998,1,"m","r","jb","fa","0",NA,1996-12-24,NA,NA,NA,NA,NA,1996-07-01,NA,"talek",1997-06-01,NA,NA,NA,NA,NA,18.1,"subadult","positive",1997-06-11,11.3,"cub","low_tk","after","1"
"60",8527,"t14632",2,TRUE,FALSE,"ad topi k,1 ln fd. ""[appr 2] be [hy k], b/c only head, part of the torso, and [1] leg [left].""jab v bldy, ft.""some time after [hys] tore [carc], [lns prob] stole the [k] from them<U+2026>[prob other ft bldy hys] who left [earlier].""hys fd carc sps in prior sess","only 1 jackal is ever mentioned this session, in the 0751 scan","bp",07:15:00,1,"app",NA,1,FALSE,NA,"lioness feeding and snarls as he app","talek","k",1998-02-03,"07:10:00","08:01:00",1998,5,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-15,NA,"adult","low_tk","after","1"
"61",12,"t14743",3,TRUE,FALSE,"adult lioness so when arr, w/most hyenas st/lk or wan/snf (no distances from lioness given). wr fd ad male tommy head/horns, which is the only food present, and it is only mentioned in the initial scan",NA,"sein",18:50:00,1,"dist",NA,80,FALSE,NA,NA,"talek","k",1998-02-27,"18:29:00","18:50:00",1998,1,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",3,0.857142857142857,35.2,"adult","positive",1997-07-16,27.8,"adult","low_tk","after","1"
"62",13,"t14743",3,TRUE,FALSE,"adult lioness so when arr, w/most hyenas st/lk or wan/snf (no distances from lioness given). wr fd ad male tommy head/horns, which is the only food present, and it is only mentioned in the initial scan",NA,"sim",18:50:00,2,"dist",NA,40,FALSE,NA,NA,"talek","k",1998-02-27,"18:29:00","18:50:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1996-07-28,NA,"adult","low_tk","after","1"
"63",13253,"t14815",2,TRUE,TRUE,"ad topi or gnu k site.""there is a stain on the ground from the rumen contents & one well-chewed lower leg but no other carc parts remain.""ln/hy distances from k site not given. 2 hys so 150m - lns, 1 hy st/lk 50-100m - ln. 1 hy lv @ end, others & lns so",NA,"sx",07:49:00,0,"scan","lion",150,FALSE,NA,NA,"talek","k",1998-03-20,"07:49:00","08:02:00",1998,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",17,-0.142857142857143,101.1,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"64",13254,"t14815",2,TRUE,TRUE,"ad topi or gnu k site.""there is a stain on the ground from the rumen contents & one well-chewed lower leg but no other carc parts remain.""ln/hy distances from k site not given. 2 hys so 150m - lns, 1 hy st/lk 50-100m - ln. 1 hy lv @ end, others & lns so",NA,"par",07:49:00,0,"scan","lion",150,FALSE,NA,NA,"talek","k",1998-03-20,"07:49:00","08:02:00",1998,1,"f","r","gw","rcn","0",NA,1994-04-03,NA,NA,2004-02-10,"dls","inferred dead",1993-07-15,NA,"talek",NA,NA,NA,"talek",25,-0.714285714285714,56.1,"adult","positive",1994-06-23,11.3,"cub","low_tk","after","1"
"65",13256,"t15042.2",3,FALSE,TRUE,"many hyenas fat & bloody. sub f lion st/lk 20m - hyenas (st/lk, wan/snf, sit/grm). ""<U+2026>no evidence of any food left.""",NA,"bos",18:41:00,0,"dist","lion",20,FALSE,NA,NA,"talek","o",1998-06-27,"18:41:00","18:53:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-01-22,NA,"adult","low_tk","after","1"
"66",13257,"t15089.3",3,TRUE,TRUE,"pos bloody. hyenas so, lions eating zebra carcass 100m - hyenas. number of lions unk; says ""at least 2"" in predator box because plural (lions) is used",NA,"gob",08:08:00,0,"scan","lion",100,FALSE,NA,NA,"talek","k",1998-07-09,"08:08:00","08:13:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1997-07-17,NA,"adult","low_tk","after","1"
"67",13258,"t15089.3",3,TRUE,TRUE,"pos bloody. hyenas so, lions eating zebra carcass 100m - hyenas. number of lions unk; says ""at least 2"" in predator box because plural (lions) is used",NA,"tz",08:08:00,0,"scan","lion",100,FALSE,NA,NA,"talek","k",1998-07-09,"08:08:00","08:13:00",1998,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1993-08-11,NA,"adult","low_tk","after","1"
"68",2928,"t15103.1",3,FALSE,FALSE,"only 1 lioness here at start. kip oly only hyenas present (or at least seen) at start, others arrive. complete ci sampling ends at 1855","the two female lions should have their age changed from ""unknown"" to ""adult,"" since they are referred to as ""lionesses"". mali circled twice in notes (1847 and 1850)","kip",18:41:00,1,"bo",NA,1,FALSE,NA,"in response to lion app chased them","talek","o",1998-07-12,"18:41:00","19:08:00",1998,3,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",8,0.5,55,"adult","positive",1994-12-18,12.3,"subadult","low_tk","after","1"
"69",2929,"t15103.1",3,FALSE,FALSE,"only 1 lioness here at start. kip oly only hyenas present (or at least seen) at start, others arrive. complete ci sampling ends at 1855","the two female lions should have their age changed from ""unknown"" to ""adult,"" since they are referred to as ""lionesses"". mali circled twice in notes (1847 and 1850)","oly",18:41:00,1,"bo",NA,1,FALSE,NA,"in response to lion app chased them","talek","o",1998-07-12,"18:41:00","19:08:00",1998,3,"m","r","gil","fn","1","1",1996-06-24,NA,NA,NA,NA,NA,1995-11-07,NA,"talek",1996-09-17,NA,NA,NA,NA,NA,32.1,"adult","positive",1997-06-12,19.2,"subadult","low_tk","after","1"
"70",2944,"t15103.1",3,FALSE,FALSE,"only 1 lioness here at start. kip oly only hyenas present (or at least seen) at start, others arrive. complete ci sampling ends at 1855","the two female lions should have their age changed from ""unknown"" to ""adult,"" since they are referred to as ""lionesses"". mali circled twice in notes (1847 and 1850)","sx",18:45:00,3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",17,-0.142857142857143,104.9,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"71",2945,"t15103.1",3,FALSE,FALSE,"only 1 lioness here at start. kip oly only hyenas present (or at least seen) at start, others arrive. complete ci sampling ends at 1855","the two female lions should have their age changed from ""unknown"" to ""adult,"" since they are referred to as ""lionesses"". mali circled twice in notes (1847 and 1850)","sein",18:45:00,3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"f","r","bsh","rcn","1","2",1995-12-03,NA,NA,2002-02-25,"dls","humans (masai?)",1995-03-22,NA,"talek",1996-04-01,NA,NA,"talek",3,0.857142857142857,39.7,"adult","positive",1997-07-16,27.8,"adult","low_tk","after","1"
"72",2949,"t15103.1",3,FALSE,FALSE,"only 1 lioness here at start. kip oly only hyenas present (or at least seen) at start, others arrive. complete ci sampling ends at 1855","the two female lions should have their age changed from ""unknown"" to ""adult,"" since they are referred to as ""lionesses"". mali circled twice in notes (1847 and 1850)","darw",18:45:00,3,"mob",NA,10,FALSE,NA,"(pnt brt app)","talek","o",1998-07-12,"18:41:00","19:08:00",1998,1,"m","r","jb","fa","0",NA,1996-12-24,NA,NA,NA,NA,NA,1996-07-01,NA,"talek",1997-06-01,NA,NA,NA,NA,NA,24.3,"adult","positive",1997-06-11,11.3,"cub","low_tk","after","1"
"73",1222,"t15170",3,TRUE,FALSE,"mating scene: sx sexy. obs follows hyenas, who come upon a young adult male lion at one point. food not present when lion is; just says at 0711 ""nick chews scraps."" various combis and fas on sx and vgs 0733-0806, but not relevant to lion/hyena intx's","the context for this session should be ""c"" instead of ""m,"" because ""scraps"" are present","sx",07:16:00,1,"dist",NA,10,FALSE,NA,NA,"talek","c",1998-07-28,"07:03:00","08:06:00",1998,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",17,-0.142857142857143,105.4,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"74",867,"t15304.2",3,FALSE,FALSE,"fisi loping s. 1 hyena (arr from e) is fat",NA,"ua",06:39:00,1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","79",NA,"0","1",NA,NA,NA,2001-05-05,"dls","lions",1987-03-01,NA,"talek",1988-08-19,NA,NA,"talek",19,-0.285714285714286,138.3,"adult","positive",1994-06-26,87.8,"adult","low_tk","after","1"
"75",868,"t15304.2",3,FALSE,FALSE,"fisi loping s. 1 hyena (arr from e) is fat",NA,"bsh",06:39:00,1,"mob lioness","lioness",10,FALSE,NA,"lion wlk oos w, ignores hyenas","talek","o",1998-09-09,"06:35:00","06:40:00",1998,1,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,188.2,"adult","positive",1994-05-02,136,"adult","low_tk","after","1"
